input,output
"['temperatureHotCold | warmer', 'timePoint | Saturday_afternoon', 'weatherIntensity | some', 'weatherType | showers', 'windAmount | storms']",Saturday afternoon becomes warmer with some showers and storms.
['timePoint | rest_of_the_day'],"The rest of the day will not be a wash-out, though."
"['temperatureHotCold | Hotter', 'timePoint | Sunday', 'weatherIntensity | scattered', 'weatherType | thunderstorms']",Hotter weather returns Sunday with more scattered thunderstorms.
"['temperatureHotCold | warmer', 'timePoint | Saturday_afternoon', 'weatherIntensity | partly', 'weatherType | sunny']",Saturday afternoon will be partly sunny and warmer.
['maximumTemperature | mid_80s'],Remember your sunscreen as highs reach the mid 80s.
"['locationArea | south_of__8_Mile', 'weatherIntensity | scattered', 'weatherOccurringChance | slight_chance', 'weatherType | showers']","There is a slight chance of scattered showers, especially south of  8 Mile."
"['cloudAmount | partly_to_mostly_cloudy', 'temperatureHotCold | warm', 'timePoint | Saturday_evening']",Saturday evening will be partly to mostly cloudy and warm.
['temperatureCelsius | near_80_degrees'],Temperatures will be near 80 degrees.
['sunSetTime | 8:34_p.m.'],Sunset is at 8:34 p.m.
"['cloudAmount | mostly_cloudy', 'temperatureHotCold | warm', 'timePoint | Saturday_night']",Saturday night will have mostly cloudy skies and it will be warm.
"['minimumTemperature | near_70_degrees', 'timePoint | Overnight']",Overnight lows will be near 70 degrees.
"['temperatureHotCold | hot', 'timePoint | On_Sunday', 'weatherType | humid']","On Sunday, hot and humid weather makes a comeback."
"['temperatureCelsius | 90°F', 'timePoint | Daytime']",Daytime temperatures reach 90°F.
['temperatureCelsius | 95°F'],It will feel like 95°F.
"['timePoint | unday_afternoon', 'weatherIntensity | scattered', 'weatherType | showers', 'weatherType | thunderstorms']",unday afternoon has a chance of scattered showers and thunderstorms.
"['weatherFrequency | frequent', 'weatherIntensity | heavy', 'weatherOccurringChance | marginal_risk', 'weatherType | downpours', 'weatherType | hail', 'weatherType | lightning', 'windAmount | damaging', 'windAmount | strong_to_severe']","There is a marginal risk of strong to severe storms with heavy downpours, frequent lightning and damaging wind and hail."
"['temperatureHotCold | hot', 'timePoint | Monday']",Monday will be hot as well.
"['temperatureHotCold | hot', 'timePoint | Monday']","Monday will be hot, as well."
"['weatherIntensity | partly', 'weatherIntensity | scattered', 'weatherType | showers', 'weatherType | sunny', 'windAmount | storms']",Skies will be partly sunny with scattered showers and storms.
"['temperatureChange | not', 'temperatureHotCold | hot', 'temperatureHotCold | very_warm', 'timePoint | Tuesday,_Wednesday_and_Thursday']","Tuesday, Wednesday and Thursday will not be as hot, but it will be very warm."
"['maximumTemperature | middle_and_upper_80s', 'timePoint | each_day', 'weatherIntensity | mostly', 'weatherType | sunny']",Skies will probably be mostly sunny with highs in the middle and upper 80s each day.
"['cloudAmount | cloud', 'locationArea | Preston', 'timePoint | Wednesday_21_August', 'weatherType | rain', 'weatherType | sunny']","The weather in Preston is set to be a mixed bag on Wednesday 21 August, with sunny spells, cloud and rain."
"['locationArea | Preston', 'temperatureChange | rise', 'timePoint | over_the_next_few_days']","However, temperatures are set to rise in Preston over the next few days."
"['locationArea | Preston', 'timePoint | this_morning']",What will the weather be like this morning in Preston?
"['cloudAmount | cloud', 'cloudChange | creeping_in', 'timePoint | This_morning', 'timePoint | from_10am_onwards', 'weatherType | sunny']","This morning will begin sunny, with cloud creeping in from 10am onwards."
"['temperatureCelsius | 17C', 'timePoint | 12pm']",The temperature will reach 17C by 12pm.
"['locationArea | Preston', 'timePoint | this_afternoon']",What will the weather be like this afternoon in Preston?
"['timePoint | This_afternoon', 'timePoint | throughout', 'weatherType | overcast']",This afternoon will overcast throughout.
"['temperatureCelsius | 19C', 'timePoint | 3pm']",The temperature will reach its peak of 19C by 3pm.
"['locationArea | Preston', 'timePoint | this_evening_and_tonight']",What will the weather be like this evening and tonight in Preston?
"['cloudAmount | cloudy', 'timePoint | Early_evening', 'timePoint | from_8pm_onwards', 'timePoint | 9pm', 'weatherChange | turning_heavier', 'weatherType | rain']","Early evening will be cloudy, before rain hits from 8pm onwards, turning heavier at 9pm."
"['temperatureCelsius | 14C.', 'timePoint | Overnight']",Overnight temperature of 14C.
"['locationArea | Preston', 'timePoint | tomorrow']",What will the weather be like tomorrow in Preston?
"['cloudAmount | cloudy', 'timePoint | Tomorrow', 'timePoint | lunchtime', 'weatherIntensity | heavy', 'weatherType | rain']","Tomorrow is then set to begin with heavy rain, which will change to cloudy by lunchtime."
['maximumTemperature | 19C.'],Maximum temperature of 19C.
"['temperatureCelsius | 24C', 'temperatureChange | rise', 'timePoint | Saturday', 'timePoint | as_the_week_progresses']","Temperatures will continue to rise as the week progresses, reaching 24C by Saturday."
"['locationArea | Preston', 'timePoint | long-term']",What is the long-term forecast for Preston?
"['locationArea | across_most_of_the_UK', 'temperatureHotCold | warm', 'timePoint | Sunday', 'timePoint | Sunday_25_August_to_Tuesday_3_September', 'weatherType | bright', 'weatherType | dry']","The Met Office UK outlook for Sunday 25 August to Tuesday 3 September said: “Sunday is expected to be dry, bright and warm across most of the UK."
"['locationArea | across_the_southeast', 'locationArea | in_the_northwest', 'temperatureCelsius | closer_to_normal', 'temperatureCelsius | well_above_average']","“Temperatures will be well above average across the southeast, but remain closer to normal in the northwest."
"['timePoint | odd', 'weatherOccurringChance | possible', 'weatherType | shower']",The odd shower is possible but most people won't see one.
"['locationArea | Scotland', 'locationArea | east', 'locationArea | in_the_far_northwest', 'locationArea | in_the_south', 'temperatureHotCold | warm', 'timePoint | On_Monday', 'weatherType | dry', 'weatherType | wetter', 'windAmount | windier']","“On Monday (the Bank Holiday except in Scotland), warm dry weather is expected again in the south and east, but it may be wetter and windier in the far northwest."
"['compassDirection | up_from_the_near_continent', 'locationArea | east', 'locationArea | in_the_south', 'temperatureHotCold | warm', 'timePoint | In_the_following_days', 'weatherIntensity | some', 'weatherOccurringChance | risk', 'weatherType | dry', 'weatherType | thundery_showers']","“In the following days, dry warm weather may well continue in the south and east, though there is a risk of some thundery showers moving up from the near continent.”"
"['temperatureHotCold | warm', 'timePoint | Sunday’s', 'weatherType | rain', 'weatherType | snow']",Sunday’s warm weather will turn to rain and snow.
"['locationArea | Denver', 'snowAmount | Up_to_a_foot', 'timePoint | Monday_evening', 'weatherType | snow', 'weatherType | winter_storm']",Up to a foot of snow could fall on Denver Monday evening if the National Weather Service’s “worst case scenario” for an expected winter storm comes true.
"['maximumTemperature | 57_degrees', 'timePoint | Sunday', 'timePoint | all_day', 'weatherType | sunny']","Sunday temperatures will reach a high of 57 degrees and skies will stay sunny all day, according to the weather service."
['windSpeedBft | 60_mph'],Winds in the mountains and foothills could reach 60 mph.
"['timePoint | Monday_afternoon_and_evening', 'timePoint | overnight', 'weatherType | rain', 'weatherType | snow']",Forecasters predict rain will start to fall Monday afternoon and evening before turning to snow overnight.
"['gustAmount | gust', 'gustVelocity | 26_mph', 'weatherType | winter_storm']",Winds will gust up to 26 mph as the winter storm moves through.
"['snowAmount | 1', 'snowAmount | 12_inches', 'weatherType | snow']",The weather service’s predictions of how much snow will fall range from 1 to 12 inches.
"['locationArea | Denver', 'snowAmount | less_than_3_inches', 'snowAmount | up_to_a_foot', 'weatherOccurringChance | most_likely', 'weatherType | snow']","Denver will most likely receive less than 3 inches, but conditions could create up to a foot of snow."
"['locationArea | eastern_plains', 'timePoint | Monday_night', 'weatherIntensity | heavy', 'weatherType | Snowfall', 'weatherType | blizzard']",Snowfall could be heavy Monday night and the eastern plains could experience blizzard conditions.
"['timePoint | this_evening', 'weatherIntensity | lighter', 'weatherType | mix', 'weatherType | snow', 'weatherType | snow']","Dave Epstein: “Burst of snow, goes over to mix and then back to some lighter snow this evening.”"
"['weatherFrequency | at_times', 'weatherFrequency | at_times', 'weatherIntensity | lighter', 'weatherIntensity | steady/heavy', 'weatherType | snowfall']","Terry Eliasen, WBZ: “Intensity of snowfall will come in waves, lighter at times and steady/heavy at times.”"
"['locationArea | Boston', 'locationArea | inland_south_of_Rte._2', 'timePoint | Noon', 'weatherIntensity | widespread', 'weatherType | Rain', 'weatherType | freezing_rain', 'weatherType | sleet']","Chris Lambert, WHDH: “Mix with sleet/freezing rain is widespread inland south of Rte. 2 by Noon. Rain in Boston by then.”"
"['weatherIntensity | huge', 'weatherType | ice', 'weatherType | snow', 'weatherType | storm']","Shiri Spear, Boston 25 News: “This storm won’t be a huge snow - maker but you need to be careful for a layer of ice on top. Roads may turn icy today in your town.”"
"[""timePoint | Wednesday_night's"", 'windAmount | storm']",Wednesday night's storm is sticking around.
"['timePoint | Thursday', 'windAmount | windy']","Hold on tight to your belongings, because Thursday is going to be a windy one."
"['locationArea | into_the_Boston_area', 'timePoint | late_Wednesday', 'timePoint | later_in_the_day', 'weatherIntensity | heavy', 'weatherType | rain', 'windAmount | storm', 'windAmount | strong,_potentially_damaging']","The storm that moved into the Boston area late Wednesday isn’t done yet, meaning you’ll experience heavy rain and strong, potentially damaging winds winds before it leaves the area later in the day."
"['gustAmount | gusts', 'gustChange | 55_miles_per_hour', 'timePoint | on_Thursday']","Wind will be the main concern on Thursday, with gusts traveling at up to 55 miles per hour."
"['cloudType | convective_clouds', 'locationArea | over_the_mountains', 'timePoint | afternoon', 'weatherOccurringChance | Probability']",Probability of some convective clouds forming over the mountains by afternoon.
"['cloudAmount | partly_cloudy', 'locationArea | UAE', 'temperatureHotCold | moderate', 'timePoint | Monday', 'weatherOccurringChance | chance', 'weatherType | fog', 'weatherType | mist']",The National Center of Meteorology's (NCM) forecast for UAE on Monday is partly cloudy and moderate with a chance of fog and mist formations.
"['cloudAmount | fair_to_partly_cloudy', 'cloudType | convective_clouds', 'locationArea | over_the_mountains', 'timePoint | afternoon', 'weatherOccurringChance | probability']","The weather is expected to be fair to partly cloudy, with a probability of some convective clouds forming over the mountains by afternoon."
"['timePoint | during_day', 'weatherFrequency | at_times', 'weatherIntensity | some', 'weatherType | dust', 'windAmount | Light_to_moderate', 'windAmount | freshening', 'windChange | northeasterly', 'windDirection | southeasterly', 'windSpeedBft | 18_-_30kmph', 'windSpeedBft | 40_kmph']","Light to moderate southeasterly winds, becoming northeasterly winds, freshening at times during day, causing blowing some dust, with a speed of 18 - 30kmph, reaching up to 40 kmph."
