input,output
"['batterName | Carlos_Perez', 'competitionName | major_league', ""fielderPosition | catcher's"", 'startsNumber | debut', 'teamName | Los_Angeles_Angels']",-- Carlos Perez is certain that his relatives back in Venezuela stayed up late to watch the catcher's major league debut with the Los Angeles Angels.
"['batterName | Perez', 'finalScore | 5-4', 'gameNumber | four-game', 'hasLostTeam | Seattle_Mariners', 'hasWonTeam | Angels', 'inningNumber | ninth', 'matchDate | Tuesday_night', 'pitchResult | game-ending_homer', 'winLossType | skid', 'winLossType | victory']","Perez hit a game-ending homer leading off the ninth, and the Angels snapped their four-game skid with a 5-4 victory over the Seattle Mariners on Tuesday night."
"['atBatNumber | first', 'baseNumber | home_plate', 'batterName | 24-year-old_Perez', 'competitionName | major_league', 'pitchResult | singled', 'strikeTrajectory | into_the_bullpens_beyond_the_left-field_fence', 'strikingType | dramatic_shot']","About 2½ hours after the 24-year-old Perez singled in his first major league at-bat, he was mobbed by his new teammates at home plate and then doused by two buckets of ice after his dramatic shot into the bullpens beyond the left-field fence."
"['batterName | Miguel_Cabrera', 'batterName | Perez', 'matchDate | June_20,_2003', 'pitchResult | connected', 'pitchResult | walk-off_homer', 'pitcherName | Dominic_Leone', 'pitcherRecord | 0-3', 'startsNumber | debut', 'teamName | Marlins']","Perez connected against Dominic Leone (0-3), becoming the first major leaguer to hit a walk-off homer in his debut since Miguel Cabrera did it for the Marlins on June 20, 2003."
"['batterName | Perez', 'battingAverage | .361', 'teamName | Angels', 'teamName | Houston', 'teamName | Triple-A_Salt_Lake']","The Angels acquired Perez from Houston in the offseason and recalled him Monday while he was batting .361 for Triple-A Salt Lake, eager to boost their stagnant offense."
"['fielderPosition | starter', 'pitcherName | Chris_Iannetta']","He'll share playing time with slumping starter Chris Iannetta, but his debut was incredibly auspicious."
"['fielderName | Perez', 'fielderPosition | catching', 'pitchType | 97_mph_fastball', 'pitchType | vicious_slider', 'pitcherName | Garrett_Richards', 'pitcherName | right-hander', 'teamName | Angels']","Between his big hits, Perez had an eventful night catching Garrett Richards, the Angels right-hander with a 97 mph fastball and a vicious slider."
"[""fielderName | Perez's"", 'hitNumber | five-hit', 'inningsPitched | seven', 'pitchNumber | three', 'pitchType | wild_pitches', 'pitcherName | Richards']",Richards threw three wild pitches but largely pitched effectively with Perez's help during seven innings of five-hit ball.
"['RBI | singles', 'batterName | Erick_Aybar', 'batterName | Johnny_Giavotella', 'inningNumber | eighth', 'inningNumber | eighth', 'pitcherName | Danny_Farquhar', 'scoreTally | one-run_lead', 'scoreTally | tie_it', 'teamName | Angels']","Erick Aybar and Johnny Giavotella delivered RBI singles off Danny Farquhar to tie it in the eighth for the Angels, who had blown a one-run lead earlier in the eighth."
"['batterName | Albert_Pujols', 'homeRunNumber | 525th', 'inningNumber | ninth', 'pitcherName | Huston_Street', 'pitcherRecord | 1-0', 'scoreNumber | perfect', 'teamName | Angels']","Albert Pujols also hit his 525th career homer for the Angels, and Huston Street (1-0) pitched a perfect ninth."
"['batterName | Mike_Zunino', 'gameNumber | six', 'pitchResult | drove_in', 'runNumber | two', 'teamName | Mariners', 'winLossRecord | five', 'winLossType | lost']","Mike Zunino drove in two runs for the Mariners, who have lost five of six."
"['RBI | double', 'batterName | Kyle_Seager', 'batterName | Zunino', 'fielderPosition | reliever', 'inningNumber | eighth', 'pitchResult | drove_in', 'pitcherName | Joe_Smith', 'runNumber | three-run', 'scoreTally | tiebreaking', 'scoreTally | tying_run']",Kyle Seager drove in the tying run and Zunino had a tiebreaking RBI double in their three-run eighth against reliever Joe Smith.
"['batterName | Giavotella', 'inningNumber | eighth', 'pitchResult | single', 'scoreTally | tying_run', 'strikeTrajectory | between_two_diving_infielders']",But Giavotella drove a single between two diving infielders to bring in the tying run later in the eighth.
"['hitNumber | four-hit', 'inningNumber | first', 'inningsPitched | seven', 'pitcherName | James_Paxton', 'pitcherName | Richards', 'scoreNumber | shutting_down', 'teamName | Angels']","James Paxton kept pace easily with Richards during seven innings of four-hit ball, shutting down the Angels after the first inning."
"['batterName | Kole_Calhoun', 'batterName | Pujols', 'homeRunNumber | fifth', 'pitchCount | 3-0', 'pitchNumber | first', 'pitchResult | homer', 'pitchResult | singled', 'pitchType | fastball', ""pitcherName | Paxton's"", 'strikeTrajectory | well_over_the_390-foot_sign_in_left-center']","Kole Calhoun singled on Paxton's first pitch, and Pujols drilled a 3-0 fastball well over the 390-foot sign in left-center for his fifth homer."
"['competitionName | NL', 'gameNumber | eight', 'hitNumber | a']","The three-time NL MVP is surging after a slow start to the season, getting a hit in eight straight games."
"['batterName | Jake_Westbrook', 'strikingType | drive']",MILWAUKEE --  Jake Westbrook only hoped his drive would stay fair.
"[""batterName | Westbrook's"", 'competitionName | NL_Central']","Turns out, Westbrook's big hit is keeping things interesting in the NL Central."
"['batterName | Westbrook', 'competitionName | major_league', 'finalScore | 8-3', 'hasLostTeam | Milwaukee_Brewers', 'hasWonTeam | St._Louis_Cardinals', 'homeRunNumber | first', 'matchDate | Wednesday_night', 'pitchResult | grand_slam', 'pitchResult | homer', 'winLossType | victory']",Westbrook hit his first major league homer -- a grand slam -- to lead the St. Louis Cardinals to an 8-3 victory over the Milwaukee Brewers on Wednesday night.
"['batterName | Albert_Pujols', 'batterName | Rafael_Furcal', 'competitionName | NL_Central', 'gameNumber | six', 'hasWonTeam | Cardinals', 'pitchResult | solo_homers', 'standingsGames | 8½', ""teamName | Brewers'"", 'teamStandings | first-place', 'winLossRecord | fifth', 'winLossType | won']",Rafael Furcal and Albert Pujols added solo homers as the Cardinals won their fifth in six games to cut the first-place Brewers' lead to 8½ games in the NL Central.
"['gameNumber | three', ""hasWonTeam | Cardinals'"", 'homeAway | at_home', 'locationPlayed | Miller_Park', 'matchDate | July_4-6', 'teamName | Arizona_Diamondbacks', 'teamName | Milwaukee', 'winLossRecord | two', 'winLossType | lose', 'winLossType | victory']",The Cardinals' victory guaranteed Milwaukee will lose its first series at home since the Arizona Diamondbacks took two of three July 4-6 at Miller Park.
"['homeAway | at_home', 'teamName | Brewers']",The Brewers haven't been swept at home this season.
"['batterName | Furcal', 'batterName | Pujols', 'battersFacedNumber | two', 'competitionName | NL', 'homeRunNumber | 32nd', 'pitchResult | followed', 'pitchResult | homer']",Furcal led off the game with a homer and Pujols followed two batters later with his NL-leading 32nd.
"['finalScore | 6-2_lead', 'inningNumber | fourth', 'inningsPitched | five', 'pitchResult | slam', 'pitcherName | Westbrook', 'pitcherRecord | 11-7', 'teamName | St._Louis']","Westbrook (11-7) tossed five innings, and his slam in the fourth gave St. Louis a 6-2 lead."
"['competitionName | major_leagues', 'fielderPosition | pitchers', 'pitchResult | grand_slams', 'teamName | Cardinals']","Of the last four pitchers to hit grand slams in the major leagues, three have been Cardinals."
"['competitionName | majors', 'gameNumber | two', 'homeAway | home', 'teamName | Brewers', 'teamName | Milwaukee', 'teamRecord | 50-18', 'winLossRecord | 22', 'winLossType | wins']","Milwaukee has the best home record in the majors at 50-18, but the Brewers have been sloppy each of the last two games and failed in their second and final chance to set a new franchise record for wins in any month at 22."
"['fielderPosition | starter', 'inningNumber | fourth', 'pitchResult | hitting', 'pitchResultNumber | two', 'pitcherName | Randy_Wolf', 'pitcherRecord | 11-9', 'scoreTally | tied_at_2', 'teamName | Brewers']",Brewers starter Randy Wolf (11-9) couldn't escape trouble in the fourth with the game tied at 2 after hitting the first two batters of the inning.
"['batterName | Yadier_Molina', 'strikeTrajectory | hit_the_right-field_wall', 'strikingType | sharp_fly_ball']",Yadier Molina followed with a sharp fly ball that hit the right-field wall.
"['baseNumber | first', 'baseNumber | second', 'baseNumber | third', 'batterName | David_Freese', 'batterName | Lance_Berkman', 'batterName | Molina', ""fielderName | Fielder's"", 'fielderPosition | catcher', 'onBaseNumber | load', 'pitchResult | hung_up', 'teamName | Cardinals']","David Freese stopped at third and Lance Berkman couldn't advance past second, leaving Molina momentarily hung up on the bases, but the Cardinals catcher scrambled back to first just ahead of Fielder's tag to load the bases."
"['batterName | Freese', ""batterName | Ryan_Theriot's"", 'batterName | Westbrook', 'homeRunNumber | first', ""pitchResult | fielder's_choice"", 'pitchResult | home_run', 'strikeTrajectory | down_the_left-field_line', 'strikingType | drive', 'throwDirection | at_the_plate']","After Ryan Theriot's fielder's choice cut down Freese at the plate, Westbrook hit a drive down the left-field line for his first career home run."
"['RBI | double', ""batterName | Corey_Patterson's"", ""batterName | Furcal's"", 'fielderPosition | Pinch-hitter', 'inningNumber | sixth', 'pitchResult | run-scoring_single', 'pitcherName | Marco_Estrada', 'scoreTally | 8-3_lead', 'teamName | St._Louis']",Pinch-hitter Corey Patterson's RBI double and Furcal's run-scoring single off Marco Estrada in the sixth gave St. Louis an 8-3 lead.
"['baseNumber | third-base', 'batterName | Corey_Hart', 'batterName | Ryan_Braun', 'inningNumber | third', 'pitchResult | fell', 'pitchResult | homer', 'pitchResult | homered', 'strikeTrajectory | inside-the-park', 'teamName | Milwaukee']","Corey Hart homered to start the game for Milwaukee, but Ryan Braun fell halfway down the third-base line on what would have been an inside-the-park homer in the third."
"['baseNumber | first', 'batterName | Braun', 'batterName | Nyjer_Morgan', 'catchType | awkwardly_dived_at_the_wall', 'fielderName | Allen_Craig', 'fielderPosition | center_fielder', 'pitchResult | home_run', 'strikeTrajectory | inside-the-park']","With Nyjer Morgan on first, Braun appeared to have an inside-the-park home run when center fielder Allen Craig awkwardly dived at the wall and the ball caromed away."
"['baseNumber | third', 'batterName | Braun', 'pitchResult | fell_flat']",Braun rounded third base but lost his balance down the line and fell flat.
"['baseNumber | third', 'fielderName | Freese', 'fielderName | Molina', 'pitchResult | tagged_him_out']","By the time he got back on his feet, Molina had the relay throw and began a rundown that ended when Freese tagged him out at third."
"['RBI | triple', 'batterName | Braun', 'scoreTally | tied_the_score_at_2', 'teamName | Brewers']","Braun received a standing ovation from the crowd of 38,073 and a few chuckles in the dugout for his RBI triple, but the play only tied the score at 2 instead of giving the Brewers the lead."
"[""batterName | Hairston's"", 'batterName | Westbrook', 'inningNumber | fourth', 'pitchResult | big_hit', 'pitchResult | single', 'scoreTally | 6-3', 'teamName | Brewers', ""teamName | St._Louis'""]","Westbrook followed with his big hit before Hairston's single in the fourth cut St. Louis' lead to 6-3, but the Brewers never got closer."
"['inningsPitched | seventh', 'managerName | Jim_Leyland', 'pitcherName | Justin_Verlander', ""pitcherName | right-hander's"", 'teamName | Detroit']","DETROIT -- Justin Verlander walked off the mound after his seventh inning of work, and manager Jim Leyland was waiting for him at the bottom of the steps, ready to give the Detroit ace the customary handshake that would signify the end of the right-hander's night."
['pitcherName | Verlander'],"So Verlander took a detour, cutting across to his right and using a different entrance to the dugout."
"['managerName | Leyland', 'pitcherName | Verlander']","Leyland met Verlander at the bottom of that other set of stairs, and that was that."
"['finalScore | 7-5', 'gameNumber | three-game', 'hasLostTeam | Cleveland_Indians', 'hasWonTeam | Tigers', 'matchDate | Friday_night', 'winLossType | win']",The Tigers went on to a 7-5 win over the Cleveland Indians on Friday night in the opener of this three-game series.
"['competitionName | AL_Central', 'inningNumber | ninth', 'inningsPitched | seven', 'pitcherName | Jose_Valverde', 'pitcherName | Verlander', 'runNumber | three', 'standingsGames | 3½-game', 'teamName | Detroit', 'teamName | Indians']","Verlander allowed three runs in seven innings, and Jose Valverde held on through a shaky ninth to give Detroit a 3½-game lead over the Indians atop the AL Central."
